x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.718234658241272,0.9658679962158203,5.470565724863263e-07,0.5979812145233154,0.9308081865310669,-0.048816729336977005,0.49690374732017517,0.8141193389892578,-0.07147946953773499,0.4351545572280884,0.6981876492500305,-0.09099146723747253,0.3979234993457794,0.589739203453064,-0.10723258554935455,0.5413079261779785,0.5768771767616272,-0.018841980025172234,0.4971281886100769,0.414915531873703,-0.05044722929596901,0.4743855595588684,0.3176582455635071,-0.08138033747673035,0.4599894881248474,0.22696250677108765,-0.10477031767368317,0.6061713099479675,0.5399751663208008,-0.022337475791573524,0.5610717535018921,0.36624085903167725,-0.046512670814991,0.5326006412506104,0.25340980291366577,-0.07407096773386002,0.5072819590568542,0.1582067608833313,-0.09478238970041275,0.677338719367981,0.5394083857536316,-0.03441469743847847,0.6423792243003845,0.3732118606567383,-0.059807807207107544,0.6170019507408142,0.27103015780448914,-0.0789104476571083,0.5916554927825928,0.18208640813827515,-0.092800073325634,0.7563678622245789,0.5665284991264343,-0.052311379462480545,0.7463192343711853,0.4245627224445343,-0.07607080042362213,0.738711416721344,0.3322353661060333,-0.08607315272092819,0.7300674319267273,0.24699586629867554,-0.09224117547273636,hello
0.6563470363616943,0.9713473916053772,3.00955036891537e-07,0.5682509541511536,0.9282638430595398,-0.022155843675136566,0.4919041395187378,0.7920753955841064,-0.030800627544522285,0.44496244192123413,0.6970604658126831,-0.04088659584522247,0.3972221612930298,0.6343485116958618,-0.051932208240032196,0.559965193271637,0.5650330781936646,-0.004632984288036823,0.5357218980789185,0.42194244265556335,-0.02431606315076351,0.5128820538520813,0.33437687158584595,-0.04677563160657883,0.4921775460243225,0.25900474190711975,-0.06662124395370483,0.6143214702606201,0.5414815545082092,-0.022773083299398422,0.5854999423027039,0.36701205372810364,-0.04407806321978569,0.5561008453369141,0.25262197852134705,-0.0686929002404213,0.5268514752388,0.16475021839141846,-0.08802992850542068,0.6724113821983337,0.555672287940979,-0.04690026864409447,0.6631307005882263,0.3665822744369507,-0.07462907582521439,0.6430620551109314,0.248519629240036,-0.10096049308776855,0.6203880906105042,0.14977410435676575,-0.1208607405424118,0.7298048138618469,0.6003947854042053,-0.07368522882461548,0.7536366581916809,0.4421938955783844,-0.10408960282802582,0.7656495571136475,0.32804715633392334,-0.12386393547058105,0.7721657752990723,0.22223064303398132,-0.1388215273618698,hello
0.6624515056610107,0.9937009811401367,4.532473667495651e-07,0.5517785549163818,0.9802383780479431,-0.03544395789504051,0.4496370851993561,0.9128308296203613,-0.05448710918426514,0.37048789858818054,0.8607463240623474,-0.07329033315181732,0.3044643998146057,0.8205910921096802,-0.09182175248861313,0.4623226523399353,0.6761929392814636,-0.012968041934072971,0.39438045024871826,0.5608639717102051,-0.03629347309470177,0.35147619247436523,0.490126371383667,-0.06011079251766205,0.3158368468284607,0.4280749559402466,-0.07965093851089478,0.5214642286300659,0.6260957717895508,-0.02351009100675583,0.45829877257347107,0.48130640387535095,-0.04257803410291672,0.40942177176475525,0.39735615253448486,-0.0655139610171318,0.3626050353050232,0.33257856965065,-0.08336624503135681,0.5893979072570801,0.6114112734794617,-0.04133206605911255,0.5500093102455139,0.4529881775379181,-0.07003294676542282,0.5148581266403198,0.35935312509536743,-0.09389615803956985,0.47767290472984314,0.282036691904068,-0.11081203818321228,0.6619395613670349,0.6264875531196594,-0.06268177926540375,0.6706768870353699,0.48825064301490784,-0.0933714509010315,0.6699966192245483,0.3925899267196655,-0.11009129881858826,0.6638746857643127,0.3032343089580536,-0.12131967395544052,hello
0.8940848112106323,0.7347614169120789,5.992851015435008e-08,0.7801668047904968,0.8400816321372986,-0.029337657615542412,0.6269267201423645,0.8655295372009277,-0.029881278052926064,0.5124409198760986,0.8554279804229736,-0.03286396339535713,0.42917385697364807,0.837177038192749,-0.032856784760951996,0.5381677746772766,0.63176429271698,0.03664259612560272,0.412255197763443,0.5825577974319458,0.024719497188925743,0.3437718152999878,0.5610888600349426,0.003263242542743683,0.2808114290237427,0.5391026139259338,-0.01753181219100952,0.5566027760505676,0.5403571724891663,0.026322854682803154,0.41552793979644775,0.4864073097705841,0.014336107298731804,0.33154726028442383,0.46309030055999756,-0.01043778844177723,0.25955814123153687,0.4491817355155945,-0.03136168420314789,0.5976991057395935,0.4686208665370941,0.005541339982300997,0.46252456307411194,0.40265268087387085,-0.016601167619228363,0.3823046386241913,0.37839606404304504,-0.03936460241675377,0.3091890811920166,0.3685322403907776,-0.05657241493463516,0.6594287157058716,0.39882028102874756,-0.02027517557144165,0.559776782989502,0.3188069462776184,-0.04596902057528496,0.4867228865623474,0.2881120443344116,-0.06290628761053085,0.41288161277770996,0.2731635570526123,-0.07596138119697571,hello
0.3208392858505249,0.9352534413337708,6.137348123047559e-07,0.4062690734863281,0.9637712240219116,-0.03900633752346039,0.503053605556488,0.9429771900177002,-0.05110657215118408,0.5808588266372681,0.9095413684844971,-0.059948112815618515,0.6451651453971863,0.8864723443984985,-0.06703560054302216,0.521043062210083,0.7589747309684753,-0.0046381293796002865,0.5937298536300659,0.689366340637207,-0.013231247663497925,0.6335774660110474,0.6542789340019226,-0.026585644111037254,0.6670361161231995,0.6233300566673279,-0.038068369030952454,0.4848250448703766,0.7065522074699402,-0.0010871841805055737,0.5519773960113525,0.6178756356239319,-0.005173753947019577,0.5971354842185974,0.5728339552879333,-0.019881468266248703,0.6339446306228638,0.5400293469429016,-0.03258800879120827,0.43995749950408936,0.675576388835907,-0.0040840087458491325,0.49115538597106934,0.5830209851264954,-0.013051440939307213,0.5305537581443787,0.538361132144928,-0.028182225301861763,0.5666876435279846,0.5047223567962646,-0.040383756160736084,0.3856402635574341,0.6628190279006958,-0.011618273332715034,0.410049170255661,0.5728588104248047,-0.024975735694169998,0.42993107438087463,0.5166395902633667,-0.034136079251766205,0.4539702534675598,0.4684242308139801,-0.04063379392027855,hello
0.3111523985862732,0.9278976321220398,6.312737923508394e-07,0.39232370257377625,0.9665737748146057,-0.03253106027841568,0.4909381568431854,0.9604718685150146,-0.04300603270530701,0.5715294480323792,0.9628357291221619,-0.052014511078596115,0.6325466632843018,0.9827625751495361,-0.05977330729365349,0.5320745706558228,0.7768933176994324,-0.0055885398760437965,0.6165595054626465,0.7320486307144165,-0.01901920512318611,0.6662617921829224,0.706956684589386,-0.03613314405083656,0.7082280516624451,0.6844310760498047,-0.04990735650062561,0.5020663738250732,0.7146406769752502,-0.007235987111926079,0.5811882615089417,0.633936882019043,-0.016301602125167847,0.6360937356948853,0.5958184003829956,-0.032550156116485596,0.6803500056266785,0.5685665607452393,-0.04566670209169388,0.4595065712928772,0.6742013692855835,-0.014812172390520573,0.5191267728805542,0.5847402215003967,-0.028344085440039635,0.565330982208252,0.5443949103355408,-0.0441318117082119,0.6067553758621216,0.5161305069923401,-0.055649206042289734,0.40581780672073364,0.6522649526596069,-0.026464832946658134,0.44087207317352295,0.5621052980422974,-0.04308898001909256,0.46745991706848145,0.5063111186027527,-0.052120279520750046,0.4981735944747925,0.46066445112228394,-0.057717494666576385,hello
0.6962062120437622,0.8987213373184204,1.0705172144298558e-06,0.5537998080253601,0.8932329416275024,-0.05828237906098366,0.434435099363327,0.8147858381271362,-0.08054143190383911,0.3456384837627411,0.7295337915420532,-0.10274212062358856,0.2699584364891052,0.628736674785614,-0.11866265535354614,0.42579424381256104,0.5885897278785706,0.05690489709377289,0.350888729095459,0.47737306356430054,0.07449355721473694,0.3061002194881439,0.41045433282852173,0.07913264632225037,0.27299535274505615,0.3606055974960327,0.08234445750713348,0.4876418709754944,0.5391563773155212,0.0732216164469719,0.41727206110954285,0.4238002896308899,0.12513181567192078,0.3768916726112366,0.3587609529495239,0.1563025414943695,0.3403593897819519,0.31283125281333923,0.17865900695323944,0.5534330606460571,0.5154080390930176,0.07323287427425385,0.5002323389053345,0.4041159749031067,0.11843287944793701,0.4684572219848633,0.3372691869735718,0.1528037190437317,0.43814992904663086,0.28643304109573364,0.17263132333755493,0.631033182144165,0.5035631060600281,0.06063065677881241,0.6159372329711914,0.4020155668258667,0.092166468501091,0.6020423769950867,0.33964264392852783,0.11557121574878693,0.5914103984832764,0.2833205759525299,0.13372600078582764,hello
0.891315221786499,0.6799179911613464,6.47943636522541e-08,0.7641595005989075,0.7509099245071411,-0.02626148983836174,0.629749059677124,0.7504708766937256,-0.03031948022544384,0.5264954566955566,0.7349929213523865,-0.03693237528204918,0.44244706630706787,0.7132586240768433,-0.041217364370822906,0.5691705942153931,0.5293311476707458,0.030897995457053185,0.4558471441268921,0.4660654067993164,0.0173030998557806,0.3935038447380066,0.43671122193336487,-0.005220641382038593,0.3354684114456177,0.4072302579879761,-0.025703804567456245,0.5972824096679688,0.4430992305278778,0.019377293065190315,0.4712776243686676,0.3699623644351959,0.00938629824668169,0.3968275487422943,0.33838412165641785,-0.012914460152387619,0.33188486099243164,0.3177698850631714,-0.032558050006628036,0.6440485715866089,0.37976592779159546,-0.0016049420228227973,0.5251309871673584,0.2905219793319702,-0.019392983987927437,0.4551902413368225,0.2572822570800781,-0.035265062004327774,0.3901321291923523,0.23841620981693268,-0.04873167350888252,0.7106214165687561,0.325897216796875,-0.027512548491358757,0.631241500377655,0.2308577597141266,-0.04640721157193184,0.5733762383460999,0.18225836753845215,-0.05510486289858818,0.5128473043441772,0.14569887518882751,-0.062699094414711,hello
0.5790238976478577,0.7824023365974426,4.2108948150598735e-07,0.4726479649543762,0.7855915427207947,-0.02425001934170723,0.3674571216106415,0.7173831462860107,-0.030975716188549995,0.29376140236854553,0.6674887537956238,-0.03932901471853256,0.23295646905899048,0.6388362050056458,-0.04689520224928856,0.38994520902633667,0.4860498011112213,0.007521364372223616,0.3417685627937317,0.3681778907775879,-0.005732774268835783,0.31222105026245117,0.29368454217910767,-0.022074494510889053,0.288918673992157,0.23276931047439575,-0.035683419555425644,0.4413934350013733,0.4385129511356354,-0.002862998517230153,0.38774600625038147,0.296795517206192,-0.01233797986060381,0.3536752760410309,0.20604075491428375,-0.02612575702369213,0.32450786232948303,0.13970628380775452,-0.03714079037308693,0.49988362193107605,0.4179031550884247,-0.020704150199890137,0.4602952003479004,0.2786543369293213,-0.03982263803482056,0.43283456563949585,0.19692040979862213,-0.05702181160449982,0.4047645330429077,0.13189899921417236,-0.0689108744263649,0.5640933513641357,0.418006956577301,-0.04218047112226486,0.5656646490097046,0.28982222080230713,-0.06346790492534637,0.5642619729042053,0.20540301501750946,-0.07652176916599274,0.5587000846862793,0.13063862919807434,-0.08555375784635544,hello
0.3363730311393738,0.8923220038414001,5.75140290948184e-07,0.4184562861919403,0.9489552974700928,-0.03905794024467468,0.5200753211975098,0.9457646012306213,-0.04998050630092621,0.6033651232719421,0.9478857517242432,-0.0592171847820282,0.6658832430839539,0.9687927961349487,-0.06636036932468414,0.5650900602340698,0.7612788677215576,-0.0033956747502088547,0.6527931690216064,0.7199678421020508,-0.012135324068367481,0.7039499282836914,0.6945462822914124,-0.02216695435345173,0.7439879775047302,0.6731046438217163,-0.030490761622786522,0.5351091623306274,0.6967228651046753,-0.0016838564770296216,0.6183648705482483,0.6193252205848694,-0.0033728089183568954,0.6688148975372314,0.5811816453933716,-0.008385577239096165,0.7094867825508118,0.5526466965675354,-0.012895593419671059,0.4943646192550659,0.654778778553009,-0.007940494455397129,0.5566017627716064,0.5679029822349548,-0.017842145636677742,0.6008247137069702,0.5306417346000671,-0.025629116222262383,0.6386037468910217,0.5028606653213501,-0.0307752788066864,0.443157434463501,0.6274516582489014,-0.019717536866664886,0.4787277281284332,0.5398728847503662,-0.03578565642237663,0.5058147311210632,0.4818792939186096,-0.0436055064201355,0.5357324481010437,0.4322664737701416,-0.04761774465441704,hello
